SH, 09, 2025011118,   , BEST,   0, 189S, 1023E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  140,  50,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011200,   , BEST,   0, 188S, 1021E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  130,  55,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011206,   , BEST,   0, 189S, 1016E,  25, 1006, TD,   0,    ,    0,    0,    0,    0, 1008,   75, 105,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011212,   , BEST,   0, 186S, 1012E,  25, 1006, TD,   0,    ,    0,    0,    0,    0, 1008,  125,  60,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011218,   , BEST,   0, 180S, 1011E,  25, 1006, TD,   0,    ,    0,    0,    0,    0, 1008,  125,  60,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011300,   , BEST,   0, 178S, 1010E,  25, 1007, TD,   0,    ,    0,    0,    0,    0, 1009,  160,  65,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011306,   , BEST,   0, 173S, 1004E,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1006,   75,  25,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011312,   , BEST,   0, 168S,  997E,  20, 1006, DB,   0,    ,    0,    0,    0,    0,    0,    0,  25,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011318,   , BEST,   0, 163S,  985E,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,  100,  30,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011400,   , BEST,   0, 159S,  974E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,   80,  30,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011406,   , BEST,   0, 155S,  961E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,   80,  30,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011412,   , BEST,   0, 149S,  951E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,   80,  30,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011418,   , BEST,   0, 146S,  939E,  20, 1008, DB,   0,    ,    0,    0,    0,    0,    0,    0,  30,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011500,   , BEST,   0, 146S,  928E,  20, 1008, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011506,   , BEST,   0, 146S,  918E,  20, 1008, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011512,   , BEST,   0, 145S,  910E,  20, 1008, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   S,   0,    ,   0,   0,     INVEST,  , 
SH, 09, 2025011518,   , BEST,   0, 145S,  904E,  20, 1008, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   S,   0,    ,   0,   0,     INVEST,  ,  0,    ,    0,    0,    0,    0, TRANSITIONED, shC72025 to sh092025, 
